point_index;time;latitude;longitude;altitude_m;distance_step_m;distance_cum_m;time_step_s;speed_m_s;speed_km_h;elevation_delta_m;slope_percent_raw;segment_type_raw;slope_percent_smooth_5pts;speed_km_h_smooth_5pts;segment_type_smooth
374;2026-05-10T08:24:52+00:00;44.134646;5.995114;919.0;5.0;1865.0;4;1.25;4.5;-0.5;-10.0;descente;-10.0;4.5;descente
375;2026-05-10T08:24:56+00:00;44.134676;5.995134;918.5;5.0;1870.0;4;1.25;4.5;-0.5;-10.0;descente;-10.0;4.5;descente
376;2026-05-10T08:25:00+00:00;44.134706;5.995154;918.0;5.0;1875.0;4;1.25;4.5;-0.5;-10.0;descente;-10.0;4.5;descente
377;2026-05-10T08:25:04+00:00;44.134736;5.995174;917.5;5.0;1880.0;4;1.25;4.5;-0.5;-10.0;descente;-10.0;4.5;descente
378;2026-05-10T08:25:08+00:00;44.134766;5.995194;917.0;5.0;1885.0;4;1.25;4.5;-0.5;-10.0;descente;-10.0;4.5;descente
379;2026-05-10T08:25:12+00:00;44.134796;5.995214;916.5;5.0;1890.0;4;1.25;4.5;-0.5;-10.0;descente;-10.0;4.5;descente
380;2026-05-10T08:25:16+00:00;44.134826;5.995234;916.0;5.0;1895.0;4;1.25;4.5;-0.5;-10.0;descente;-10.0;4.5;descente
381;2026-05-10T08:25:20+00:00;44.134856;5.995254;915.5;5.0;1900.0;4;1.25;4.5;-0.5;-10.0;descente;-10.0;4.5;descente
382;2026-05-10T08:25:24+00:00;44.134886;5.995274;915.0;5.0;1905.0;4;1.25;4.5;-0.5;-10.0;descente;-10.0;4.5;descente
383;2026-05-10T08:25:28+00:00;44.134916;5.995294;914.5;5.0;1910.0;4;1.25;4.5;-0.5;-10.0;descente;-10.0;4.5;descente
384;2026-05-10T08:25:32+00:00;44.134946;5.995314;914.0;5.0;1915.0;4;1.25;4.5;-0.5;-10.0;descente;-10.0;4.5;descente
385;2026-05-10T08:25:36+00:00;44.134976;5.995334;913.5;5.0;1920.0;4;1.25;4.5;-0.5;-10.0;descente;-10.0;4.5;descente
386;2026-05-10T08:25:40+00:00;44.135006;5.995354;913.0;5.0;1925.0;4;1.25;4.5;-0.5;-10.0;descente;-10.0;4.5;descente
387;2026-05-10T08:25:44+00:00;44.135036;5.995374;912.5;5.0;1930.0;4;1.25;4.5;-0.5;-10.0;descente;-10.0;4.5;descente
388;2026-05-10T08:25:48+00:00;44.135066;5.995394;912.0;5.0;1935.0;4;1.25;4.5;-0.5;-10.0;descente;-10.0;4.5;descente
389;2026-05-10T08:25:52+00:00;44.135096;5.995414;911.5;5.0;1940.0;4;1.25;4.5;-0.5;-10.0;descente;-10.0;4.5;descente
390;2026-05-10T08:25:56+00:00;44.135126;5.995434;911.0;5.0;1945.0;4;1.25;4.5;-0.5;-10.0;descente;-10.0;4.5;descente
391;2026-05-10T08:26:00+00:00;44.135156;5.995454;910.5;5.0;1950.0;4;1.25;4.5;-0.5;-10.0;descente;-10.0;4.5;descente
392;2026-05-10T08:26:04+00:00;44.135186;5.995474;910.0;5.0;1955.0;4;1.25;4.5;-0.5;-10.0;descente;-10.0;4.5;descente
393;2026-05-10T08:26:08+00:00;44.135216;5.995494;909.5;5.0;1960.0;4;1.25;4.5;-0.5;-10.0;descente;-10.0;4.5;descente
394;2026-05-10T08:26:12+00:00;44.135246;5.995514;909.0;5.0;1965.0;4;1.25;4.5;-0.5;-10.0;descente;-10.0;4.5;descente
395;2026-05-10T08:26:16+00:00;44.135276;5.995534;908.5;5.0;1970.0;4;1.25;4.5;-0.5;-10.0;descente;-10.0;4.5;descente
396;2026-05-10T08:26:20+00:00;44.135306;5.995554;908.0;5.0;1975.0;4;1.25;4.5;-0.5;-10.0;descente;-10.0;4.5;descente
397;2026-05-10T08:26:24+00:00;44.135336;5.995574;907.5;5.0;1980.0;4;1.25;4.5;-0.5;-10.0;descente;-10.0;4.5;descente
398;2026-05-10T08:26:28+00:00;44.135366;5.995594;907.0;5.0;1985.0;4;1.25;4.5;-0.5;-10.0;descente;-10.0;4.5;descente
399;2026-05-10T08:26:32+00:00;44.135396;5.995614;906.5;5.0;1990.0;4;1.25;4.5;-0.5;-10.0;descente;-10.0;4.5;descente
400;2026-05-10T08:26:36+00:00;44.135426;5.995634;906.0;5.0;1995.0;4;1.25;4.5;-0.5;-10.0;descente;-10.0;4.5;descente
401;2026-05-10T08:26:40+00:00;44.135456;5.995654;905.5;5.0;2000.0;4;1.25;4.5;-0.5;-10.0;descente;-10.0;4.5;descente
402;2026-05-10T08:26:44+00:00;44.135486;5.995674;905.0;5.0;2005.0;4;1.25;4.5;-0.5;-10.0;descente;-10.0;4.5;descente
403;2026-05-10T08:26:48+00:00;44.135516;5.995694;904.5;5.0;2010.0;4;1.25;4.5;-0.5;-10.0;descente;-10.0;4.5;descente
404;2026-05-10T08:26:52+00:00;44.135546;5.995714;904.0;5.0;2015.0;4;1.25;4.5;-0.5;-10.0;descente;-10.0;4.5;descente
405;2026-05-10T08:26:56+00:00;44.135576;5.995734;903.5;5.0;2020.0;4;1.25;4.5;-0.5;-10.0;descente;-10.0;4.5;descente
406;2026-05-10T08:27:00+00:00;44.135606;5.995754;903.0;5.0;2025.0;4;1.25;4.5;-0.5;-10.0;descente;-10.0;4.5;descente
407;2026-05-10T08:27:04+00:00;44.135636;5.995774;902.5;5.0;2030.0;4;1.25;4.5;-0.5;-10.0;descente;-10.0;4.5;descente
408;2026-05-10T08:27:08+00:00;44.135666;5.995794;902.0;5.0;2035.0;4;1.25;4.5;-0.5;-10.0;descente;-10.0;4.5;descente
409;2026-05-10T08:27:12+00:00;44.135696;5.995814;901.5;5.0;2040.0;4;1.25;4.5;-0.5;-10.0;descente;-10.0;4.5;descente
410;2026-05-10T08:27:16+00:00;44.135726;5.995834;901.0;5.0;2045.0;4;1.25;4.5;-0.5;-10.0;descente;-10.0;4.5;descente
411;2026-05-10T08:27:20+00:00;44.135756;5.995854;900.5;5.0;2050.0;4;1.25;4.5;-0.5;-10.0;descente;-10.0;4.5;descente
412;2026-05-10T08:27:24+00:00;44.135786;5.995874;900.0;5.0;2055.0;4;1.25;4.5;-0.5;-10.0;descente;-10.0;4.5;descente
413;2026-05-10T08:27:28+00:00;44.135816;5.995894;899.5;5.0;2060.0;4;1.25;4.5;-0.5;-10.0;descente;-10.0;4.5;descente
414;2026-05-10T08:27:32+00:00;44.135846;5.995914;899.0;5.0;2065.0;4;1.25;4.5;-0.5;-10.0;descente;-10.0;4.5;descente
415;2026-05-10T08:27:36+00:00;44.135876;5.995934;898.5;5.0;2070.0;4;1.25;4.5;-0.5;-10.0;descente;-10.0;4.5;descente
416;2026-05-10T08:27:40+00:00;44.135906;5.995954;898.0;5.0;2075.0;4;1.25;4.5;-0.5;-10.0;descente;-10.0;4.5;descente
417;2026-05-10T08:27:44+00:00;44.135936;5.995974;897.5;5.0;2080.0;4;1.25;4.5;-0.5;-10.0;descente;-10.0;4.5;descente
418;2026-05-10T08:27:48+00:00;44.135966;5.995994;897.0;5.0;2085.0;4;1.25;4.5;-0.5;-10.0;descente;-10.0;4.5;descente
419;2026-05-10T08:27:52+00:00;44.135996;5.996014;896.5;5.0;2090.0;4;1.25;4.5;-0.5;-10.0;descente;-10.0;4.5;descente
420;2026-05-10T08:27:56+00:00;44.136026;5.996034;896.0;5.0;2095.0;4;1.25;4.5;-0.5;-10.0;descente;-10.0;4.5;descente
421;2026-05-10T08:28:00+00:00;44.136056;5.996054;895.5;5.0;2100.0;4;1.25;4.5;-0.5;-10.0;descente;-10.0;4.5;descente
422;2026-05-10T08:28:04+00:00;44.136086;5.996074;895.0;5.0;2105.0;4;1.25;4.5;-0.5;-10.0;descente;-10.0;4.5;descente
423;2026-05-10T08:28:08+00:00;44.136116;5.996094;894.5;5.0;2110.0;4;1.25;4.5;-0.5;-10.0;descente;-10.0;4.5;descente
424;2026-05-10T08:28:12+00:00;44.136146;5.996114;894.0;5.0;2115.0;4;1.25;4.5;-0.5;-10.0;descente;-10.0;4.5;descente
425;2026-05-10T08:28:16+00:00;44.136176;5.996134;893.5;5.0;2120.0;4;1.25;4.5;-0.5;-10.0;descente;-10.0;4.5;descente
426;2026-05-10T08:28:20+00:00;44.136206;5.996154;893.0;5.0;2125.0;4;1.25;4.5;-0.5;-10.0;descente;-10.0;4.5;descente
427;2026-05-10T08:28:24+00:00;44.136236;5.996174;892.5;5.0;2130.0;4;1.25;4.5;-0.5;-10.0;descente;-10.0;4.5;descente
428;2026-05-10T08:28:28+00:00;44.136266;5.996194;892.0;5.0;2135.0;4;1.25;4.5;-0.5;-10.0;descente;-10.0;4.5;descente
429;2026-05-10T08:28:32+00:00;44.136296;5.996214;891.5;5.0;2140.0;4;1.25;4.5;-0.5;-10.0;descente;-10.0;4.5;descente
430;2026-05-10T08:28:36+00:00;44.136326;5.996234;891.0;5.0;2145.0;4;1.25;4.5;-0.5;-10.0;descente;-10.0;4.5;descente
431;2026-05-10T08:28:40+00:00;44.136356;5.996254;890.5;5.0;2150.0;4;1.25;4.5;-0.5;-10.0;descente;-10.0;4.5;descente
432;2026-05-10T08:28:44+00:00;44.136386;5.996274;890.0;5.0;2155.0;4;1.25;4.5;-0.5;-10.0;descente;-10.0;4.5;descente
433;2026-05-10T08:28:48+00:00;44.136416;5.996294;889.5;5.0;2160.0;4;1.25;4.5;-0.5;-10.0;descente;-10.0;4.5;descente
434;2026-05-10T08:28:52+00:00;44.136446;5.996314;889.0;5.0;2165.0;4;1.25;4.5;-0.5;-10.0;descente;-10.0;4.5;descente
435;2026-05-10T08:28:56+00:00;44.136476;5.996334;888.5;5.0;2170.0;4;1.25;4.5;-0.5;-10.0;descente;-10.0;4.5;descente
436;2026-05-10T08:29:00+00:00;44.136506;5.996354;888.0;5.0;2175.0;4;1.25;4.5;-0.5;-10.0;descente;-10.0;4.5;descente
437;2026-05-10T08:29:04+00:00;44.136536;5.996374;887.5;5.0;2180.0;4;1.25;4.5;-0.5;-10.0;descente;-10.0;4.5;descente
438;2026-05-10T08:29:08+00:00;44.136566;5.996394;887.0;5.0;2185.0;4;1.25;4.5;-0.5;-10.0;descente;-10.0;4.5;descente
439;2026-05-10T08:29:12+00:00;44.136596;5.996414;886.5;5.0;2190.0;4;1.25;4.5;-0.5;-10.0;descente;-10.0;4.5;descente
440;2026-05-10T08:29:16+00:00;44.136626;5.996434;886.0;5.0;2195.0;4;1.25;4.5;-0.5;-10.0;descente;-10.0;4.5;descente
441;2026-05-10T08:29:20+00:00;44.136656;5.996454;885.5;5.0;2200.0;4;1.25;4.5;-0.5;-10.0;descente;-10.0;4.5;descente
442;2026-05-10T08:29:24+00:00;44.136686;5.996474;885.0;5.0;2205.0;4;1.25;4.5;-0.5;-10.0;descente;-10.0;4.5;descente
443;2026-05-10T08:29:28+00:00;44.136716;5.996494;884.5;5.0;2210.0;4;1.25;4.5;-0.5;-10.0;descente;-10.0;4.5;descente
444;2026-05-10T08:29:32+00:00;44.136746;5.996514;884.0;5.0;2215.0;4;1.25;4.5;-0.5;-10.0;descente;-10.0;4.5;descente
445;2026-05-10T08:29:36+00:00;44.136776;5.996534;883.5;5.0;2220.0;4;1.25;4.5;-0.5;-10.0;descente;-10.0;4.5;descente
446;2026-05-10T08:29:40+00:00;44.136806;5.996554;883.0;5.0;2225.0;4;1.25;4.5;-0.5;-10.0;descente;-10.0;4.5;descente
447;2026-05-10T08:29:44+00:00;44.136836;5.996574;882.5;5.0;2230.0;4;1.25;4.5;-0.5;-10.0;descente;-10.0;4.5;descente
448;2026-05-10T08:29:48+00:00;44.136866;5.996594;882.0;5.0;2235.0;4;1.25;4.5;-0.5;-10.0;descente;-10.0;4.5;descente
449;2026-05-10T08:29:52+00:00;44.136896;5.996614;881.5;5.0;2240.0;4;1.25;4.5;-0.5;-10.0;descente;-10.0;4.5;descente
450;2026-05-10T08:29:56+00:00;44.136926;5.996634;881.0;5.0;2245.0;4;1.25;4.5;-0.5;-10.0;descente;-10.0;4.5;descente
451;2026-05-10T08:30:00+00:00;44.136956;5.996654;880.5;5.0;2250.0;4;1.25;4.5;-0.5;-10.0;descente;-10.0;4.5;descente
452;2026-05-10T08:30:04+00:00;44.136986;5.996674;880.0;5.0;2255.0;4;1.25;4.5;-0.5;-10.0;descente;-10.0;4.5;descente
453;2026-05-10T08:30:08+00:00;44.137016;5.996694;879.5;5.0;2260.0;4;1.25;4.5;-0.5;-10.0;descente;-10.0;4.5;descente
454;2026-05-10T08:30:12+00:00;44.137046;5.996714;879.0;5.0;2265.0;4;1.25;4.5;-0.5;-10.0;descente;-10.0;4.5;descente
455;2026-05-10T08:30:16+00:00;44.137076;5.996734;878.5;5.0;2270.0;4;1.25;4.5;-0.5;-10.0;descente;-10.0;4.5;descente
456;2026-05-10T08:30:20+00:00;44.137106;5.996754;878.0;5.0;2275.0;4;1.25;4.5;-0.5;-10.0;descente;-10.0;4.5;descente
457;2026-05-10T08:30:24+00:00;44.137136;5.996774;877.5;5.0;2280.0;4;1.25;4.5;-0.5;-10.0;descente;-10.0;4.5;descente
458;2026-05-10T08:30:28+00:00;44.137166;5.996794;877.0;5.0;2285.0;4;1.25;4.5;-0.5;-10.0;descente;-10.0;4.5;descente
459;2026-05-10T08:30:32+00:00;44.137196;5.996814;876.5;5.0;2290.0;4;1.25;4.5;-0.5;-10.0;descente;-5.0;4.5;descente
460;2026-05-10T08:30:36+00:00;44.137226;5.996834;876.0;5.0;2295.0;4;1.25;4.5;-0.5;-10.0;descente;0.0;4.5;plat
461;2026-05-10T08:30:40+00:00;44.137256;5.996854;876.8;5.0;2300.0;4;1.25;4.5;0.75;15.0;montee;5.0;4.5;montee
462;2026-05-10T08:30:44+00:00;44.137286;5.996874;877.5;5.0;2305.0;4;1.25;4.5;0.75;15.0;montee;10.0;4.5;montee
463;2026-05-10T08:30:48+00:00;44.137316;5.996894;878.3;5.0;2310.0;4;1.25;4.5;0.75;15.0;montee;15.0;4.5;montee
464;2026-05-10T08:30:52+00:00;44.137346;5.996914;879.0;5.0;2315.0;4;1.25;4.5;0.75;15.0;montee;15.0;4.5;montee
465;2026-05-10T08:30:56+00:00;44.137376;5.996934;879.8;5.0;2320.0;4;1.25;4.5;0.75;15.0;montee;15.0;4.5;montee
466;2026-05-10T08:31:00+00:00;44.137406;5.996954;880.5;5.0;2325.0;4;1.25;4.5;0.75;15.0;montee;15.0;4.5;montee
467;2026-05-10T08:31:04+00:00;44.137436;5.996974;881.3;5.0;2330.0;4;1.25;4.5;0.75;15.0;montee;15.0;4.5;montee
468;2026-05-10T08:31:08+00:00;44.137466;5.996994;882.0;5.0;2335.0;4;1.25;4.5;0.75;15.0;montee;15.0;4.5;montee
469;2026-05-10T08:31:12+00:00;44.137496;5.997014;882.8;5.0;2340.0;4;1.25;4.5;0.75;15.0;montee;15.0;4.5;montee
470;2026-05-10T08:31:16+00:00;44.137526;5.997034;883.5;5.0;2345.0;4;1.25;4.5;0.75;15.0;montee;15.0;4.5;montee
471;2026-05-10T08:31:20+00:00;44.137556;5.997054;884.3;5.0;2350.0;4;1.25;4.5;0.75;15.0;montee;15.0;4.5;montee
472;2026-05-10T08:31:24+00:00;44.137586;5.997074;885.0;5.0;2355.0;4;1.25;4.5;0.75;15.0;montee;15.0;4.5;montee
473;2026-05-10T08:31:28+00:00;44.137616;5.997094;885.8;5.0;2360.0;4;1.25;4.5;0.75;15.0;montee;15.0;4.5;montee
474;2026-05-10T08:31:32+00:00;44.137646;5.997114;886.5;5.0;2365.0;4;1.25;4.5;0.75;15.0;montee;15.0;4.5;montee
475;2026-05-10T08:31:36+00:00;44.137676;5.997134;887.3;5.0;2370.0;4;1.25;4.5;0.75;15.0;montee;15.0;4.5;montee
476;2026-05-10T08:31:40+00:00;44.137706;5.997154;888.0;5.0;2375.0;4;1.25;4.5;0.75;15.0;montee;15.0;4.5;montee
477;2026-05-10T08:31:44+00:00;44.137736;5.997174;888.8;5.0;2380.0;4;1.25;4.5;0.75;15.0;montee;15.0;4.5;montee
478;2026-05-10T08:31:48+00:00;44.137766;5.997194;889.5;5.0;2385.0;4;1.25;4.5;0.75;15.0;montee;15.0;4.5;montee
479;2026-05-10T08:31:52+00:00;44.137796;5.997214;890.3;5.0;2390.0;4;1.25;4.5;0.75;15.0;montee;15.0;4.5;montee
480;2026-05-10T08:31:56+00:00;44.137826;5.997234;891.0;5.0;2395.0;4;1.25;4.5;0.75;15.0;montee;15.0;4.5;montee
481;2026-05-10T08:32:00+00:00;44.137856;5.997254;891.8;5.0;2400.0;4;1.25;4.5;0.75;15.0;montee;15.0;4.5;montee
482;2026-05-10T08:32:04+00:00;44.137886;5.997274;892.5;5.0;2405.0;4;1.25;4.5;0.75;15.0;montee;15.0;4.5;montee
483;2026-05-10T08:32:08+00:00;44.137916;5.997294;893.3;5.0;2410.0;4;1.25;4.5;0.75;15.0;montee;15.0;4.5;montee
484;2026-05-10T08:32:12+00:00;44.137946;5.997314;894.0;5.0;2415.0;4;1.25;4.5;0.75;15.0;montee;15.0;4.5;montee
485;2026-05-10T08:32:16+00:00;44.137976;5.997334;894.8;5.0;2420.0;4;1.25;4.5;0.75;15.0;montee;15.0;4.5;montee
486;2026-05-10T08:32:20+00:00;44.138006;5.997354;895.5;5.0;2425.0;4;1.25;4.5;0.75;15.0;montee;15.0;4.5;montee
487;2026-05-10T08:32:24+00:00;44.138036;5.997374;896.3;5.0;2430.0;4;1.25;4.5;0.75;15.0;montee;15.0;4.5;montee
488;2026-05-10T08:32:28+00:00;44.138066;5.997394;897.0;5.0;2435.0;4;1.25;4.5;0.75;15.0;montee;15.0;4.5;montee
489;2026-05-10T08:32:32+00:00;44.138096;5.997414;897.8;5.0;2440.0;4;1.25;4.5;0.75;15.0;montee;15.0;4.5;montee
490;2026-05-10T08:32:36+00:00;44.138126;5.997434;898.5;5.0;2445.0;4;1.25;4.5;0.75;15.0;montee;15.0;4.5;montee
491;2026-05-10T08:32:40+00:00;44.138156;5.997454;899.3;5.0;2450.0;4;1.25;4.5;0.75;15.0;montee;15.0;4.5;montee
492;2026-05-10T08:32:44+00:00;44.138186;5.997474;900.0;5.0;2455.0;4;1.25;4.5;0.75;15.0;montee;15.0;4.5;montee
493;2026-05-10T08:32:48+00:00;44.138216;5.997494;900.8;5.0;2460.0;4;1.25;4.5;0.75;15.0;montee;15.0;4.5;montee
494;2026-05-10T08:32:52+00:00;44.138246;5.997514;901.5;5.0;2465.0;4;1.25;4.5;0.75;15.0;montee;15.0;4.5;montee
495;2026-05-10T08:32:56+00:00;44.138276;5.997534;902.3;5.0;2470.0;4;1.25;4.5;0.75;15.0;montee;15.0;4.5;montee
496;2026-05-10T08:33:00+00:00;44.138306;5.997554;903.0;5.0;2475.0;4;1.25;4.5;0.75;15.0;montee;15.0;4.5;montee
497;2026-05-10T08:33:04+00:00;44.138336;5.997574;903.8;5.0;2480.0;4;1.25;4.5;0.75;15.0;montee;15.0;4.5;montee
498;2026-05-10T08:33:08+00:00;44.138366;5.997594;904.5;5.0;2485.0;4;1.25;4.5;0.75;15.0;montee;15.0;4.5;montee
499;2026-05-10T08:33:12+00:00;44.138396;5.997614;905.3;5.0;2490.0;4;1.25;4.5;0.75;15.0;montee;15.0;4.5;montee
500;2026-05-10T08:33:16+00:00;44.138426;5.997634;906.0;5.0;2495.0;4;1.25;4.5;0.75;15.0;montee;15.0;4.5;montee
501;2026-05-10T08:33:20+00:00;44.138456;5.997654;906.8;5.0;2500.0;4;1.25;4.5;0.75;15.0;montee;15.0;4.5;montee
502;2026-05-10T08:33:24+00:00;44.138486;5.997674;907.5;5.0;2505.0;4;1.25;4.5;0.75;15.0;montee;15.0;4.5;montee
503;2026-05-10T08:33:28+00:00;44.138516;5.997694;908.3;5.0;2510.0;4;1.25;4.5;0.75;15.0;montee;15.0;4.5;montee
504;2026-05-10T08:33:32+00:00;44.138546;5.997714;909.0;5.0;2515.0;4;1.25;4.5;0.75;15.0;montee;15.0;4.5;montee
505;2026-05-10T08:33:36+00:00;44.138576;5.997734;909.8;5.0;2520.0;4;1.25;4.5;0.75;15.0;montee;15.0;4.5;montee
506;2026-05-10T08:33:40+00:00;44.138606;5.997754;910.5;5.0;2525.0;4;1.25;4.5;0.75;15.0;montee;15.0;4.5;montee
507;2026-05-10T08:33:44+00:00;44.138636;5.997774;911.3;5.0;2530.0;4;1.25;4.5;0.75;15.0;montee;15.0;4.5;montee
508;2026-05-10T08:33:48+00:00;44.138666;5.997794;912.0;5.0;2535.0;4;1.25;4.5;0.75;15.0;montee;15.0;4.5;montee
509;2026-05-10T08:33:52+00:00;44.138696;5.997814;912.8;5.0;2540.0;4;1.25;4.5;0.75;15.0;montee;15.0;4.5;montee
510;2026-05-10T08:33:56+00:00;44.138726;5.997834;913.5;5.0;2545.0;4;1.25;4.5;0.75;15.0;montee;15.0;4.5;montee
511;2026-05-10T08:34:00+00:00;44.138756;5.997854;914.3;5.0;2550.0;4;1.25;4.5;0.75;15.0;montee;15.0;4.5;montee
512;2026-05-10T08:34:04+00:00;44.138786;5.997874;915.0;5.0;2555.0;4;1.25;4.5;0.75;15.0;montee;15.0;4.5;montee
513;2026-05-10T08:34:08+00:00;44.138816;5.997894;915.8;5.0;2560.0;4;1.25;4.5;0.75;15.0;montee;15.0;4.5;montee
514;2026-05-10T08:34:12+00:00;44.138846;5.997914;916.5;5.0;2565.0;4;1.25;4.5;0.75;15.0;montee;15.0;4.5;montee
515;2026-05-10T08:34:16+00:00;44.138876;5.997934;917.3;5.0;2570.0;4;1.25;4.5;0.75;15.0;montee;15.0;4.5;montee
516;2026-05-10T08:34:20+00:00;44.138906;5.997954;918.0;5.0;2575.0;4;1.25;4.5;0.75;15.0;montee;15.0;4.5;montee
517;2026-05-10T08:34:24+00:00;44.138936;5.997974;918.8;5.0;2580.0;4;1.25;4.5;0.75;15.0;montee;15.0;4.5;montee
518;2026-05-10T08:34:28+00:00;44.138966;5.997994;919.5;5.0;2585.0;4;1.25;4.5;0.75;15.0;montee;15.0;4.5;montee
519;2026-05-10T08:34:32+00:00;44.138996;5.998014;920.3;5.0;2590.0;4;1.25;4.5;0.75;15.0;montee;15.0;4.5;montee
520;2026-05-10T08:34:36+00:00;44.139026;5.998034;921.0;5.0;2595.0;4;1.25;4.5;0.75;15.0;montee;15.0;4.5;montee
521;2026-05-10T08:34:40+00:00;44.139056;5.998054;921.8;5.0;2600.0;4;1.25;4.5;0.75;15.0;montee;15.0;4.5;montee
522;2026-05-10T08:34:44+00:00;44.139086;5.998074;922.5;5.0;2605.0;4;1.25;4.5;0.75;15.0;montee;15.0;4.5;montee
523;2026-05-10T08:34:48+00:00;44.139116;5.998094;923.3;5.0;2610.0;4;1.25;4.5;0.75;15.0;montee;15.0;4.5;montee
524;2026-05-10T08:34:52+00:00;44.139146;5.998114;924.0;5.0;2615.0;4;1.25;4.5;0.75;15.0;montee;15.0;4.5;montee
525;2026-05-10T08:34:56+00:00;44.139176;5.998134;924.8;5.0;2620.0;4;1.25;4.5;0.75;15.0;montee;15.0;4.5;montee
526;2026-05-10T08:35:00+00:00;44.139206;5.998154;925.5;5.0;2625.0;4;1.25;4.5;0.75;15.0;montee;15.0;4.5;montee
527;2026-05-10T08:35:04+00:00;44.139236;5.998174;926.3;5.0;2630.0;4;1.25;4.5;0.75;15.0;montee;15.0;4.5;montee
528;2026-05-10T08:35:08+00:00;44.139266;5.998194;927.0;5.0;2635.0;4;1.25;4.5;0.75;15.0;montee;15.0;4.5;montee
529;2026-05-10T08:35:12+00:00;44.139296;5.998214;927.8;5.0;2640.0;4;1.25;4.5;0.75;15.0;montee;15.0;4.5;montee
530;2026-05-10T08:35:16+00:00;44.139326;5.998234;928.5;5.0;2645.0;4;1.25;4.5;0.75;15.0;montee;15.0;4.5;montee
531;2026-05-10T08:35:20+00:00;44.139356;5.998254;929.3;5.0;2650.0;4;1.25;4.5;0.75;15.0;montee;15.0;4.5;montee
532;2026-05-10T08:35:24+00:00;44.139386;5.998274;930.0;5.0;2655.0;4;1.25;4.5;0.75;15.0;montee;15.0;4.5;montee
533;2026-05-10T08:35:28+00:00;44.139416;5.998294;930.8;5.0;2660.0;4;1.25;4.5;0.75;15.0;montee;15.0;4.5;montee
534;2026-05-10T08:35:32+00:00;44.139446;5.998314;931.5;5.0;2665.0;4;1.25;4.5;0.75;15.0;montee;15.0;4.5;montee
535;2026-05-10T08:35:36+00:00;44.139476;5.998334;932.3;5.0;2670.0;4;1.25;4.5;0.75;15.0;montee;15.0;4.5;montee
536;2026-05-10T08:35:40+00:00;44.139506;5.998354;933.0;5.0;2675.0;4;1.25;4.5;0.75;15.0;montee;15.0;4.5;montee
537;2026-05-10T08:35:44+00:00;44.139536;5.998374;933.8;5.0;2680.0;4;1.25;4.5;0.75;15.0;montee;15.0;4.5;montee
538;2026-05-10T08:35:48+00:00;44.139566;5.998394;934.5;5.0;2685.0;4;1.25;4.5;0.75;15.0;montee;15.0;4.5;montee
539;2026-05-10T08:35:52+00:00;44.139596;5.998414;935.3;5.0;2690.0;4;1.25;4.5;0.75;15.0;montee;12.0;4.5;montee
540;2026-05-10T08:35:56+00:00;44.139626;5.998434;936.0;5.0;2695.0;4;1.25;4.5;0.75;15.0;montee;9.0;4.5;montee
541;2026-05-10T08:36:00+00:00;44.139656;5.998454;936.0;5.0;2700.0;4;1.25;4.5;0.0;0.0;plat;6.0;4.5;montee
542;2026-05-10T08:36:04+00:00;44.139686;5.998474;936.0;5.0;2705.0;4;1.25;4.5;0.0;0.0;plat;3.0;4.5;plat
543;2026-05-10T08:36:08+00:00;44.139716;5.998494;936.0;5.0;2710.0;4;1.25;4.5;0.0;0.0;plat;0.0;4.5;plat
544;2026-05-10T08:36:12+00:00;44.139746;5.998514;936.0;5.0;2715.0;4;1.25;4.5;0.0;0.0;plat;0.0;4.5;plat
545;2026-05-10T08:36:16+00:00;44.139776;5.998534;936.0;5.0;2720.0;4;1.25;4.5;0.0;0.0;plat;0.0;4.5;plat
546;2026-05-10T08:36:20+00:00;44.139806;5.998554;936.0;5.0;2725.0;4;1.25;4.5;0.0;0.0;plat;0.0;4.5;plat
547;2026-05-10T08:36:24+00:00;44.139836;5.998574;936.0;5.0;2730.0;4;1.25;4.5;0.0;0.0;plat;0.0;4.5;plat
548;2026-05-10T08:36:28+00:00;44.139866;5.998594;936.0;5.0;2735.0;4;1.25;4.5;0.0;0.0;plat;0.0;4.5;plat
549;2026-05-10T08:36:32+00:00;44.139896;5.998614;936.0;5.0;2740.0;4;1.25;4.5;0.0;0.0;plat;0.0;4.5;plat
550;2026-05-10T08:36:36+00:00;44.139926;5.998634;936.0;5.0;2745.0;4;1.25;4.5;0.0;0.0;plat;0.0;4.5;plat
551;2026-05-10T08:36:40+00:00;44.139956;5.998654;936.0;5.0;2750.0;4;1.25;4.5;0.0;0.0;plat;0.0;4.5;plat
552;2026-05-10T08:36:44+00:00;44.139986;5.998674;936.0;5.0;2755.0;4;1.25;4.5;0.0;0.0;plat;0.0;4.5;plat
553;2026-05-10T08:36:48+00:00;44.140016;5.998694;936.0;5.0;2760.0;4;1.25;4.5;0.0;0.0;plat;0.0;4.5;plat
554;2026-05-10T08:36:52+00:00;44.140046;5.998714;936.0;5.0;2765.0;4;1.25;4.5;0.0;0.0;plat;0.0;4.5;plat
555;2026-05-10T08:36:56+00:00;44.140076;5.998734;936.0;5.0;2770.0;4;1.25;4.5;0.0;0.0;plat;0.0;4.5;plat
556;2026-05-10T08:37:00+00:00;44.140106;5.998754;936.0;5.0;2775.0;4;1.25;4.5;0.0;0.0;plat;0.0;4.5;plat
557;2026-05-10T08:37:04+00:00;44.140136;5.998774;936.0;5.0;2780.0;4;1.25;4.5;0.0;0.0;plat;0.0;4.5;plat
